n_trades,net_profit,gross_profit,gross_loss,profit_factor,win_rate,avg_trade,avg_win,avg_loss,max_dd,max_dd_closed,max_dd_pct,n_years,profitable_years,profitable_years_ratio,yearly_trades_mean,yearly_trades_std,yearly_trades_cv,min_yearly_trades,top_trade_pct,np_dd,recovery_trades,unger_score,first_trade,last_trade,engine,phase,p_intraday_only,p_ptn_ly_yes,p_ptn_ly_no,p_ptn_sy_yes,p_ptn_sy_no,p_start_hour,p_end_hour,p_skip_day,p_stop_loss,p_take_profit,p_max_bars,oos_n_trades,oos_net_profit,oos_gross_profit,oos_gross_loss,oos_profit_factor,oos_win_rate,oos_avg_trade,oos_avg_win,oos_avg_loss,oos_max_dd,oos_max_dd_closed,oos_max_dd_pct,oos_n_years,oos_profitable_years,oos_profitable_years_ratio,oos_yearly_trades_mean,oos_yearly_trades_std,oos_yearly_trades_cv,oos_min_yearly_trades,oos_top_trade_pct,oos_np_dd,oos_recovery_trades,oos_unger_score,passes_oos_gate,passes_oos_hard,overall_pass
413,146103.0,363729.0,217626.0,1.671349011607069,0.4576271186440678,353.7602905569007,1924.4920634920634,-971.5446428571429,13588.0,12429.0,0.13588,10,8,0.8,41.3,18.01693647654895,0.43624543526752907,26,0.022593649685495848,10.75235501913453,38.410190071387994,3.803389120058718,2012-01-10 22:30:00,2021-05-17 10:00:00,TF_U,5,0,4,139,37,115,22,3,-1,1000,2500,322,286,51896.0,246863.0,194967.0,1.266178378905148,0.34265734265734266,181.45454545454547,2519.0102040816328,-1037.0585106382978,19300.0,17543.0,0.193,5,4,0.8,57.2,12.056533498481228,0.21077855766575573,39,0.10089409588407584,2.6889119170984457,106.36272545090179,1.6369244826412106,True,True,True
351,126381.0,414183.0,287802.0,1.4391248149769633,0.5925925925925926,360.05982905982904,1991.264423076923,-2012.6013986013986,14113.0,12433.0,0.14113,10,9,0.9,35.1,18.886238376129853,0.5380694694054089,11,0.016189142355259097,8.95493516615886,39.19626367887578,3.798432797334596,2012-01-10 10:30:00,2021-05-14 17:00:00,TF_U,5,0,28,78,37,7,21,15,-1,2000,2000,0,299,35129.0,316569.0,281440.0,1.1248187890847072,0.5317725752508361,117.48829431438126,1991.0,-2010.2857142857142,21538.0,20162.0,0.21538,5,4,0.8,59.8,17.971087891388212,0.30051986440448514,31,0.05667681972159754,1.6310242362336336,183.3203905605056,1.0033012641715595,False,False,False
293,144703.0,409813.0,265110.0,1.545822488778243,0.5221843003412969,493.8668941979522,2678.516339869281,-1893.642857142857,26588.0,22194.0,0.26588,10,8,0.8,29.3,8.087644898238299,0.2760288361173481,21,0.06904487121897956,5.442417632014442,53.836368285384545,3.7958280137816716,2012-01-10 22:30:00,2021-05-17 16:00:00,TF_U,5,0,4,139,37,115,22,3,-1,2250,10000,322,196,27691.0,375743.0,348052.0,1.0795599508119476,0.2193877551020408,141.28061224489795,8738.209302325582,-2274.849673202614,47732.0,45860.0,0.47732,5,2,0.4,39.2,11.338430226446693,0.28924566904200744,24,0.3608031490375934,0.5801349199698316,337.8524430320321,0.8104331540183851,False,False,False
313,121518.0,379121.0,257603.0,1.471725872757693,0.4504792332268371,388.2364217252396,2688.801418439716,-1497.6918604651162,16447.0,14641.0,0.16447,10,9,0.9,31.3,6.341135544995075,0.20259218993594488,17,0.04930133807337184,7.388459901501793,42.36336180648134,3.7939567549285345,2012-01-10 10:30:00,2021-04-26 13:30:00,TF_U,5,0,28,77,52,15,21,16,-1,1750,6000,322,218,47208.0,332166.0,284958.0,1.165666519276525,0.25688073394495414,216.55045871559633,5931.535714285715,-1759.0,43347.0,41781.0,0.43347,5,4,0.8,43.6,14.207040508142432,0.3258495529390466,22,0.12690645653279106,1.0890719080905253,200.17043721403152,1.3035240013931042,True,False,False
386,147441.0,441379.0,293938.0,1.5016057808109193,0.5544041450777202,381.9715025906736,2062.5186915887853,-1708.9418604651162,15923.0,14284.0,0.15923,10,9,0.9,38.6,12.150720143267229,0.3147854959395655,26,0.027339749459105677,9.259624442630157,41.68635589829152,3.793656131127802,2012-01-10 10:30:00,2021-05-14 20:30:00,TF_U,5,0,28,78,37,7,21,15,-1,2000,3000,322,280,64050.0,373875.0,309825.0,1.206729605422416,0.44642857142857145,228.75,2991.0,-1998.8709677419354,20722.0,18081.0,0.20722,5,4,0.8,56.0,17.332051234634633,0.3095009149041899,31,0.046697892271662766,3.090917865070939,90.58797814207651,1.9915201964049434,True,True,True
287,136367.0,367182.0,230815.0,1.590806490046141,0.4250871080139373,475.1463414634146,3009.688524590164,-1398.878787878788,24642.0,23537.0,0.24642,10,9,0.9,28.7,7.197916365171244,0.2507984796226914,18,0.03659976387249114,5.533925817709601,51.8619167393871,3.793401922715135,2012-01-10 10:30:00,2021-04-26 11:00:00,TF_U,5,0,28,77,52,15,21,16,-1,1500,5000,460,225,56975.0,304451.0,247476.0,1.2302243449869887,0.27111111111111114,253.22222222222223,4991.0,-1509.0,37105.0,34360.0,0.37105,5,4,0.8,45.0,14.226735395022992,0.31614967544495537,22,0.087599824484423,1.5355073440237166,146.53137340939008,1.6474985641289024,True,False,False
433,137903.0,372426.0,234523.0,1.5880148215740033,0.5565819861431871,318.4826789838337,1545.3360995850621,-1221.4739583333333,11086.0,9081.0,0.11086,10,10,1.0,43.3,8.718371407550839,0.20134806945844894,19,0.02923069113797379,12.439383005592639,34.808800388679,3.7908607138431214,2012-01-10 10:30:00,2021-04-26 11:00:00,TF_U,5,0,28,77,52,15,21,16,-1,1500,3000,184,234,45534.0,264339.0,218805.0,1.2081031055049016,0.3803418803418803,194.5897435897436,2970.1011235955057,-1509.0,23573.0,21423.0,0.23573,5,5,1.0,46.8,14.675149062275313,0.31357156115972895,22,0.06568717881143761,1.9316166801001144,121.14204770061932,1.5883710564463707,True,False,False
456,152516.0,350903.0,198387.0,1.7687802124131118,0.5219298245614035,334.46491228070175,1474.3823529411766,-910.0321100917431,12243.0,11913.0,0.12243,10,9,0.9,45.6,9.178235124467014,0.2012770860628731,20,0.016332712633428625,12.457404230989138,36.604736552230584,3.78831502251579,2012-01-10 10:30:00,2021-04-23 22:30:00,TF_U,5,0,28,77,52,15,21,16,-1,1000,2500,184,242,39182.0,201771.0,162589.0,1.2409880127191877,0.3347107438016529,161.9090909090909,2491.0,-1009.8695652173913,18402.0,17405.0,0.18402,5,5,1.0,48.4,14.66424222385869,0.3029802112367498,22,0.06357511102036649,2.129225084229975,113.65637282425604,1.4958159784992724,False,True,False
329,142839.0,458433.0,315594.0,1.4526036616665716,0.5562310030395137,434.161094224924,2505.098360655738,-2161.6027397260273,20685.0,17206.0,0.20685,10,9,0.9,32.9,8.3,0.25227963525835867,23,0.03494143756257045,6.905438723712836,47.643605737928716,3.7832286291886463,2012-01-10 10:30:00,2021-05-19 09:30:00,TF_U,5,0,28,78,37,7,21,15,-1,3000,5000,322,249,41459.0,490180.0,448721.0,1.0923937145798837,0.40160642570281124,166.50200803212851,4901.8,-3011.55033557047,61648.0,59978.0,0.61648,5,4,0.8,49.8,14.864723340849636,0.2984884204989887,30,0.12629344653754312,0.6725116792110044,370.2537929038327,0.8404258975943568,False,False,False
246,122731.0,393414.0,270683.0,1.4534122940857017,0.524390243902439,498.9065040650407,3049.720930232558,-2313.5299145299145,27317.0,21342.0,0.27317,10,7,0.7,24.6,6.102458520956943,0.24806741955109524,15,0.04881407305407762,4.492843284401655,54.753745997343785,3.783050261603191,2012-01-10 10:30:00,2021-05-03 17:30:00,TF_U,5,0,28,77,52,15,21,16,-1,3000,6000,460,203,31413.0,425592.0,394179.0,1.0796922210467834,0.35467980295566504,154.74384236453201,5911.0,-3009.0,74855.0,72459.0,0.74855,5,2,0.4,40.6,13.602940858505562,0.3350478043966887,22,0.1907172189857702,0.4196513258967337,483.7349186642473,0.7088305320789698,False,False,False
452,150952.0,357411.0,206459.0,1.7311475886253445,0.5,333.9646017699115,1581.4646017699115,-913.5353982300885,12243.0,11913.0,0.12243,10,9,0.9,45.2,9.303762679690406,0.20583545751527446,19,0.026703852880385816,12.329657763620029,36.659573904287456,3.782648258217481,2012-01-10 10:30:00,2021-04-23 22:30:00,TF_U,5,0,28,77,52,15,21,16,-1,1000,3000,184,238,35718.0,206379.0,170661.0,1.2092921054019372,0.28991596638655465,150.07563025210084,2991.0,-1009.8284023668639,21842.0,19423.0,0.21842,5,4,0.8,47.6,14.880860190190619,0.3126231132392987,22,0.08373929111372418,1.6352898086255838,145.53995184500812,1.272633706092118,False,False,False
353,130543.0,440480.0,309937.0,1.4211920487066727,0.49575070821529743,369.8101983002833,2517.0285714285715,-1741.2191011235955,15028.0,13224.0,0.15028,10,9,0.9,35.3,9.910095862301233,0.28073925955527573,23,0.03823261300874042,8.686651583710407,40.63706211746321,3.7806610006771697,2012-01-10 10:30:00,2021-05-19 09:00:00,TF_U,5,0,28,78,37,7,21,15,-1,2000,5000,322,261,63471.0,419244.0,355773.0,1.1784030828646357,0.3218390804597701,243.183908045977,4991.0,-2010.0169491525423,55611.0,53774.0,0.55611,5,4,0.8,52.2,15.904716281656833,0.30468805137273625,30,0.07863433694128028,1.1413389437341532,228.67878243607316,1.2923910091964512,True,False,False
284,139454.0,421615.0,282161.0,1.4942355605487647,0.5633802816901409,491.03521126760563,2635.09375,-2275.4919354838707,26564.0,21883.0,0.26564,10,8,0.8,28.4,7.255342858886822,0.25546981897488813,20,0.07164369612918955,5.249736485469056,54.09795344701479,3.7757683952948016,2012-01-10 22:30:00,2021-05-17 18:00:00,TF_U,5,0,4,139,37,115,22,3,-1,3000,10000,322,183,33978.0,429051.0,395073.0,1.0860043586881412,0.2786885245901639,185.672131147541,8412.764705882353,-2992.9772727272725,50422.0,45960.0,0.50422,5,3,0.6,36.6,10.384603988597735,0.28373234941523867,22,0.29404320442639353,0.6738725159652532,271.5647183471658,1.0362776587079114,False,False,False
419,152879.0,395294.0,242415.0,1.6306499185281438,0.47494033412887826,364.86634844868735,1986.4020100502512,-1101.8863636363637,14670.0,12588.0,0.1467,10,9,0.9,41.9,11.44071676076285,0.2730481327151038,26,0.04360311095703138,10.421199727334697,40.20650318225525,3.775358524110086,2012-01-10 22:30:00,2021-05-17 13:30:00,TF_U,5,0,4,139,37,115,22,3,-1,1250,6000,184,251,52466.0,305069.0,252603.0,1.2077014128889998,0.2151394422310757,209.02788844621514,5649.425925925926,-1282.248730964467,33848.0,27268.0,0.33848,5,4,0.8,50.2,11.754148203932091,0.23414637856438428,36,0.114950634696756,1.550047270148901,161.93054549613083,1.4238924074168184,True,False,False
299,153484.0,458686.0,305202.0,1.5028931658377074,0.6555183946488294,513.3244147157191,2340.234693877551,-2963.126213592233,29045.0,26063.0,0.29045,10,7,0.7,29.9,11.067520047418029,0.37015117215444915,20,0.02958614578718303,5.284351867791358,56.58215188553856,3.7748150441980317,2012-01-10 22:30:00,2021-05-19 07:00:00,TF_U,5,0,4,139,37,115,22,3,-1,5000,4000,322,227,55582.0,524447.0,468865.0,1.1185458500847791,0.5814977973568282,244.85462555066078,3973.0833333333335,-4935.421052631579,37718.0,36243.0,0.37718,5,3,0.6,45.4,10.744300814850634,0.2366586082566219,31,0.09420315929617502,1.473620022270534,154.04242380626823,1.5800594642625068,False,False,False
366,137761.0,336534.0,198773.0,1.6930569041066945,0.46174863387978143,376.39617486338796,1991.3254437869823,-1009.0,15628.0,15243.0,0.15628,10,10,1.0,36.6,12.001666550942,0.32791438663775957,20,0.014851808567010983,8.815011517788584,41.52008188093873,3.77340088483794,2012-01-10 10:30:00,2021-04-23 22:30:00,TF_U,5,0,28,77,52,15,21,16,-1,1000,2000,0,243,30673.0,183172.0,152499.0,1.2011357451524272,0.3786008230452675,126.22633744855968,1991.0,-1009.9271523178808,15730.0,15405.0,0.1573,5,5,1.0,48.6,14.853955702101715,0.3056369486029159,22,0.06491050761255827,1.9499682136045773,124.61741596844129,1.261319374275763,False,False,False
341,133311.0,403542.0,270231.0,1.4933223797417765,0.4750733137829912,390.94134897360703,2491.0,-1509.6703910614526,16879.0,14324.0,0.16879,10,8,0.8,34.1,18.6088688533183,0.5457146291295688,13,0.0186856298429987,7.8980389833520945,43.17527435845504,3.7711837827660384,2012-01-10 10:30:00,2021-05-14 18:30:00,TF_U,5,0,28,78,37,7,21,15,-1,1500,2500,0,296,65336.0,318848.0,253512.0,1.2577235002682319,0.43243243243243246,220.72972972972974,2491.0,-1509.0,18759.0,16144.0,0.18759,5,5,1.0,59.2,17.634057956125698,0.29787260061023135,31,0.03812599485735276,3.482914867530252,84.98628627402962,2.0197398616076225,True,True,True
323,135208.0,383340.0,248132.0,1.5449035190946754,0.44891640866873067,418.6006191950464,2643.7241379310344,-1394.0,19381.0,17688.0,0.19381,10,7,0.7,32.3,9.889893831583835,0.30618866351652746,25,0.055884267203124074,6.976317011506114,46.29950150878646,3.768349911943448,2012-01-10 22:30:00,2021-05-17 14:00:00,TF_U,5,0,4,139,37,115,22,3,-1,1500,7500,322,231,21116.0,308943.0,287827.0,1.0733635134994284,0.18614718614718614,91.41125541125541,7184.720930232558,-1530.9946808510638,39892.0,33022.0,0.39892,5,3,0.6,46.2,11.685888926393234,0.2529413187531003,31,0.35475468838795227,0.5293291888097864,436.4014017806403,0.5735829261890996,False,False,False
302,137212.0,425775.0,288563.0,1.4755010171089156,0.5463576158940397,454.34437086092714,2580.4545454545455,-2106.299270072993,22885.0,18113.0,0.22885,10,9,0.9,30.2,5.509990925582365,0.1824500306484227,17,0.07281433110806634,5.9957177190299324,50.369282570037605,3.763995887853143,2012-01-10 10:30:00,2021-05-19 09:30:00,TF_U,5,0,28,78,37,7,21,15,-1,3000,10000,322,206,78756.0,512691.0,433935.0,1.1814926198624218,0.2961165048543689,382.31067961165047,8404.77049180328,-2992.655172413793,73531.0,68641.0,0.73531,5,4,0.8,41.2,12.221292893961751,0.2966333226689745,26,0.1268601757326426,1.071058465137153,192.3331047793184,1.766935273822335,True,False,False
352,165372.0,445940.0,280568.0,1.589418607966696,0.7102272727272727,469.8068181818182,1783.76,-2750.6666666666665,24495.0,22736.0,0.24495,10,9,0.9,35.2,14.147791347061915,0.40192589054153166,23,0.012523280845608688,6.751255358236374,52.13845149118351,3.7620108206232006,2012-01-10 10:30:00,2021-05-14 17:00:00,TF_U,5,0,28,78,37,7,21,15,-1,4000,2000,460,282,38122.0,389499.0,351377.0,1.1084931569226215,0.6879432624113475,135.18439716312056,2007.7268041237114,-3992.9204545454545,25328.0,22468.0,0.25328,5,4,0.8,56.4,17.522556891047607,0.31068363281999306,31,0.13734851266984943,1.5051326595072647,187.35890037248834,1.0645487808513283,False,False,False
399,131234.0,376276.0,245042.0,1.535557169791301,0.49122807017543857,328.90726817042605,1919.7755102040817,-1207.103448275862,12016.0,10172.0,0.12016,10,8,0.8,39.9,17.941293152947477,0.44965646999868364,26,0.025153542527089016,10.921604527296937,36.53309355807184,3.7603905944551443,2012-01-10 22:30:00,2021-05-17 13:30:00,TF_U,5,0,4,139,37,115,22,3,-1,1250,2500,322,285,63100.0,284228.0,221128.0,1.2853550884555551,0.39649122807017545,221.40350877192984,2515.29203539823,-1285.6279069767443,18424.0,17191.0,0.18424,5,4,0.8,57.0,12.361229712289955,0.21686367916298166,38,0.08297939778129952,3.424880590534086,83.21458003169572,2.04424047911548,True,True,True
323,141398.0,417651.0,276253.0,1.5118424053313448,0.5139318885448917,437.7647058823529,2515.9698795180725,-1759.5732484076434,21333.0,18398.0,0.21333,10,8,0.8,32.3,13.266876045248933,0.4107391964473354,25,0.035297528960805666,6.6281348146064785,48.731658156409566,3.756247710245253,2012-01-10 22:30:00,2021-05-17 16:00:00,TF_U,5,0,4,139,37,115,22,3,-1,2000,5000,322,246,23456.0,370830.0,347374.0,1.067523764012275,0.3048780487804878,95.34959349593495,4944.4,-2031.4269005847952,37791.0,36786.0,0.37791,5,2,0.4,49.2,12.204917041913886,0.24806741955109524,34,0.22322646657571624,0.6206768807388002,396.3414904502047,0.6147012564200222,False,False,False
317,125592.0,381436.0,255844.0,1.4908928878535357,0.4605678233438486,396.1892744479495,2612.5753424657532,-1496.1637426900584,17491.0,15641.0,0.17491,10,9,0.9,31.7,6.558200972827838,0.20688331144567312,18,0.039739792343461366,7.180378480361329,44.1480906427161,3.7543507258230813,2012-01-10 10:30:00,2021-04-26 13:30:00,TF_U,5,0,28,77,52,15,21,16,-1,1750,5000,322,222,48252.0,324415.0,276163.0,1.1747228991573817,0.2927927927927928,217.35135135135135,4991.0,-1759.0,46105.0,43360.0,0.46105,5,4,0.8,44.4,13.632314550361578,0.3070341114946301,22,0.1034361269999171,1.0465676173950764,212.12198458095,1.2686089718881783,True,False,False
291,139071.0,433434.0,294363.0,1.4724472844752907,0.5979381443298969,477.9072164948454,2491.0,-2515.923076923077,25465.0,22815.0,0.25465,10,8,0.8,29.1,18.45778968349136,0.6342883052746171,11,0.017911714160392892,5.461260553701158,53.28440149276269,3.7532819931038675,2012-01-10 10:30:00,2021-05-14 18:30:00,TF_U,5,0,28,78,37,7,21,15,-1,2500,2500,0,286,52426.0,383614.0,331188.0,1.1582967981931713,0.5384615384615384,183.30769230769232,2491.0,-2509.0,23392.0,20144.0,0.23392,5,4,0.8,57.2,17.747112441183216,0.3102642035171891,31,0.047514591996337695,2.2411935704514363,127.61057490558119,1.5020571584386897,False,True,False
325,125475.0,375153.0,249678.0,1.5025472808977964,0.563076923076923,386.0769230769231,2050.0163934426228,-1758.2957746478874,16627.0,15795.0,0.16627,10,9,0.9,32.5,7.774959806970066,0.23922953252215587,19,0.03212592149830643,7.546460576171287,43.06654712094043,3.752375934228311,2012-01-10 10:30:00,2021-04-29 18:00:00,TF_U,5,0,28,77,52,15,21,16,-1,2250,3000,322,231,26846.0,311480.0,284634.0,1.0943176149019442,0.45454545454545453,116.21645021645021,2966.4761904761904,-2259.0,40066.0,37860.0,0.40066,5,4,0.8,46.2,14.427751037497147,0.31228898349560924,22,0.11141324592118007,0.6700444266959517,344.7532593309991,0.7276441792738109,False,False,False
387,142377.0,424069.0,281692.0,1.5054350141289068,0.5917312661498708,367.8992248062016,1851.8296943231442,-1782.860759493671,15154.0,14005.0,0.15154,10,10,1.0,38.7,12.814444974324873,0.3311226091556815,26,0.017495803395211305,9.395341164049096,41.19062769969869,3.7454558165483345,2012-01-10 10:30:00,2021-05-14 18:30:00,TF_U,5,0,28,78,37,7,21,15,-1,2250,2500,322,288,61833.0,371575.0,309742.0,1.199627431862647,0.5208333333333334,214.69791666666666,2477.1666666666665,-2244.5072463768115,24509.0,21894.0,0.24509,5,4,0.8,57.6,17.884071124886525,0.31048734591816884,31,0.04028593146054696,2.5228691501081237,114.15574207947213,1.718717430126673,True,True,True
346,130691.0,395892.0,265201.0,1.4927998009057282,0.3670520231213873,377.71965317919074,3117.259842519685,-1210.9634703196348,16017.0,14656.0,0.16017,10,9,0.9,34.6,12.134249049694011,0.3507008395865321,24,0.038189316785394556,8.15951801211213,42.404465494946095,3.740403385725574,2012-01-10 10:30:00,2021-05-19 02:30:00,TF_U,5,0,28,78,37,7,21,15,-1,1250,5000,460,278,56248.0,324415.0,268167.0,1.2097498946551961,0.23381294964028776,202.33093525179856,4991.0,-1259.0,49156.0,45819.0,0.49156,5,4,0.8,55.6,17.141761869772896,0.30830506960023196,30,0.088732043806002,1.1442753682154772,242.94851372493244,1.1437035475598367,True,False,False
346,126041.0,414261.0,288220.0,1.4373083061550205,0.42196531791907516,364.28034682080926,2837.404109589041,-1441.1,14914.0,13581.0,0.14914,10,8,0.8,34.6,12.499599993599796,0.3612601154219594,22,0.03198165676248205,8.45118680434491,40.94099539038884,3.738334157847727,2012-01-10 10:30:00,2021-05-14 21:00:00,TF_U,5,0,28,78,37,7,21,15,-1,1500,4000,460,279,73989.0,359190.0,285201.0,1.2594275616144404,0.3225806451612903,265.19354838709677,3991.0,-1509.0,23682.0,21662.0,0.23682,5,5,1.0,55.8,17.19767426136453,0.30820204769470483,31,0.05394045060752274,3.124271598682544,89.30081498601143,2.1596989292246183,True,True,True
301,134171.0,408317.0,274146.0,1.4894143996264764,0.521594684385382,445.75083056478405,2600.7452229299365,-1903.7916666666667,22353.0,19724.0,0.22353,10,8,0.8,30.1,9.289241088485108,0.30861266074701355,23,0.05631619351424674,6.002371046391983,50.146849915406456,3.736488921970536,2012-01-10 22:30:00,2021-05-17 16:00:00,TF_U,5,0,4,139,37,115,22,3,-1,2250,7500,322,212,41227.0,397521.0,356294.0,1.1157106210040024,0.2641509433962264,194.46698113207546,7098.589285714285,-2283.9358974358975,35970.0,32925.0,0.3597,5,2,0.4,42.4,11.074294559925702,0.2611861924510779,28,0.18170131224682853,1.146149569085349,184.9671331894147,1.285035425727364,False,False,False
438,153743.0,346581.0,192838.0,1.7972650618654,0.3904109589041096,351.01141552511416,2026.7894736842106,-722.2397003745318,13866.0,12210.0,0.13866,10,8,0.8,43.8,9.086253353280437,0.2074487066959004,27,0.08283954391419447,11.087768642723209,39.50298875395953,3.7358126623200465,2012-01-10 22:30:00,2021-05-17 03:00:00,TF_U,5,0,4,139,37,115,22,3,-1,750,0,184,238,58348.0,224287.0,165939.0,1.351623186833716,0.1134453781512605,245.1596638655462,8306.925925925925,-786.4407582938388,38228.0,30832.0,0.38228,5,4,0.8,47.6,12.611106216347558,0.26493920622578904,28,0.376379653115788,1.5263157894736843,155.93103448275863,1.571439536486675,True,False,False
332,136152.0,411520.0,275368.0,1.4944365358356817,0.5271084337349398,410.09638554216866,2351.542857142857,-1753.936305732484,18966.0,16966.0,0.18966,10,9,0.9,33.2,14.140721339450828,0.42592534154972367,25,0.029312826840589928,7.178740904776969,46.24766437511017,3.731964599134153,2012-01-10 22:30:00,2021-05-17 16:00:00,TF_U,5,0,4,139,37,115,22,3,-1,2000,4000,322,255,53450.0,378725.0,325275.0,1.164322496349243,0.37254901960784315,209.6078431372549,3986.5789473684213,-2032.96875,28791.0,26561.0,0.28791,5,4,0.8,51.0,12.47397290361014,0.2445877039923557,35,0.09796071094480824,1.8564829286929942,137.35650140318054,1.5481698351724777,True,False,False
330,119150.0,359391.0,240241.0,1.4959603065255307,0.4575757575757576,361.06060606060606,2380.072847682119,-1342.1284916201118,14703.0,14153.0,0.14703,10,9,0.9,33.0,6.913754406977442,0.20950770930234672,17,0.03383130507763323,8.103788342515132,40.72169534200587,3.7317846602358404,2012-01-10 10:30:00,2021-04-26 11:00:00,TF_U,5,0,28,77,52,15,21,16,-1,1500,4000,322,229,50439.0,287352.0,236913.0,1.2129009383191298,0.314410480349345,220.25764192139738,3991.0,-1509.0,23009.0,20689.0,0.23009,5,4,0.8,45.8,14.647866738880444,0.3198224178794857,22,0.07912528004123794,2.1921422052240427,104.46402585301057,1.819791198802336,True,True,True
404,129349.0,415470.0,286121.0,1.4520779670139556,0.5693069306930693,320.1707920792079,1806.391304347826,-1644.3735632183907,11564.0,10352.0,0.11564,10,10,1.0,40.4,15.919798993705918,0.3940544305372752,23,0.015817671570711796,11.185489450017295,36.118222792599866,3.7313596931801274,2012-01-10 10:30:00,2021-05-14 17:00:00,TF_U,5,0,28,78,37,7,21,15,-1,1750,2000,460,301,36791.0,300641.0,263850.0,1.1394390752321395,0.5016611295681063,122.22923588039868,1991.0,-1759.0,21858.0,20644.0,0.21858,5,3,0.6,60.2,17.904189453868053,0.29741178494797427,31,0.05411649588214509,1.683182358861744,178.82791987170773,1.0361182728490088,False,False,False
330,115360.0,363932.0,248572.0,1.4640908871473859,0.6121212121212121,349.57575757575756,1801.6435643564357,-1941.96875,13810.0,12590.0,0.1381,10,8,0.8,33.0,9.20869154657707,0.2790512589871839,20,0.017475728155339806,8.353367125271543,39.50502773925104,3.7280687717012397,2012-01-10 10:30:00,2021-04-29 15:00:00,TF_U,5,0,28,77,52,15,21,16,-1,2250,2000,460,241,12331.0,260821.0,248490.0,1.0496237273129703,0.5435684647302904,51.16597510373444,1991.0,-2259.0,32658.0,30898.0,0.32658,5,3,0.6,48.2,14.702380759591284,0.3050286464645494,22,0.16146297948260482,0.37757976606038335,638.2757278404023,0.35483455786770207,False,False,False
323,138803.0,459356.0,320553.0,1.4330110777312957,0.5913312693498453,429.73065015479875,2405.005235602094,-2428.431818181818,20885.0,14716.0,0.20885,10,9,0.9,32.3,8.331266410336426,0.257933944592459,20,0.03235520846091223,6.64606176681829,48.60021037009287,3.726649408693468,2012-01-10 10:30:00,2021-05-19 12:00:00,TF_U,5,0,28,78,37,7,21,15,-1,4000,4500,322,242,48542.0,535280.0,486738.0,1.0997292177721896,0.49586776859504134,200.58677685950414,4460.666666666667,-3989.655737704918,69012.0,63405.0,0.69012,5,3,0.6,48.4,15.081114017207085,0.3115932648183282,29,0.10786535371430926,0.7033849185648873,344.05059536071855,0.956928391638377,False,False,False
341,134076.0,355617.0,221541.0,1.6051972321150487,0.7536656891495601,393.18475073313783,1383.7237354085603,-2637.3928571428573,17547.0,15653.0,0.17547,10,10,1.0,34.1,9.782126558167196,0.28686588147117875,20,0.014402279304275187,7.640964267396136,44.62787523494138,3.7199292048052013,2012-01-10 10:30:00,2021-04-26 22:30:00,TF_U,5,0,28,77,52,15,21,16,-1,4000,1500,460,234,18154.0,262703.0,244549.0,1.0742346114684582,0.7393162393162394,77.58119658119658,1518.5144508670521,-4009.0,29025.0,26380.0,0.29025,5,3,0.6,46.8,14.824304368165137,0.31675864034540896,22,0.288421284565385,0.6254608096468561,374.12415996474607,0.5707025413479767,False,False,False
385,135975.0,335749.0,199774.0,1.6806441278644868,0.4779220779220779,353.1818181818182,1824.7228260869565,-993.9004975124378,14233.0,13848.0,0.14233,10,10,1.0,38.5,10.39471019317037,0.26999247254987974,20,0.01504688361831219,9.553502423944355,40.2993564993565,3.710133699642276,2012-01-10 10:30:00,2021-04-23 22:30:00,TF_U,5,0,28,77,52,15,21,16,-1,1000,2000,460,243,30673.0,183172.0,152499.0,1.2011357451524272,0.3786008230452675,126.22633744855968,1991.0,-1009.9271523178808,15730.0,15405.0,0.1573,5,5,1.0,48.6,14.853955702101715,0.3056369486029159,22,0.06491050761255827,1.9499682136045773,124.61741596844129,1.261319374275763,False,False,False
350,125595.0,389037.0,263442.0,1.4767463046894573,0.37714285714285717,358.84285714285716,2947.25,-1208.4495412844037,14714.0,13379.0,0.14714,10,9,0.9,35.0,12.922847983320086,0.3692242280948596,24,0.03575779290576854,8.53574826695664,41.00402086070305,3.7074762449686953,2012-01-10 10:30:00,2021-05-19 02:30:00,TF_U,5,0,28,78,37,7,21,15,-1,1250,4500,460,279,45489.0,309879.0,264390.0,1.172052649495064,0.24731182795698925,163.04301075268816,4491.0,-1259.0,39924.0,36718.0,0.39924,5,4,0.8,55.8,18.059900331950892,0.32365412781274,30,0.09872716480907472,1.1393898406973249,244.86790213018534,1.022644318626206,False,False,False
324,130684.0,416902.0,286218.0,1.4565890335338798,0.4845679012345679,403.34567901234567,2655.4267515923566,-1713.8802395209582,18652.0,14063.0,0.18652,10,9,0.9,32.4,5.885575587824865,0.1816535675254588,19,0.07645159315600991,7.006433626420759,46.24321263505862,3.7012988506018387,2012-01-10 10:30:00,2021-05-19 09:00:00,TF_U,5,0,28,78,37,7,21,15,-1,2000,10000,322,216,102641.0,434565.0,331924.0,1.309230426242152,0.23148148148148148,475.18981481481484,8691.3,-1999.5421686746988,55702.0,51106.0,0.55702,5,4,0.8,43.2,12.6237870704476,0.29221729329739815,27,0.09733926988240567,1.8426806936914293,117.22052591069844,2.523313294996123,True,False,False
